Epoch,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,Node_10,Node_11,Node_12,Node_13,Node_14,Node_15,Node_16,Node_17,Node_18,Node_19,Node_20,Node_21,Node_22
35,0.04417028,0.044146553,0.04338987,0.04338987,0.04338987,0.04338987,0.04422639,0.08192419,0.044206563,0.044097304,0.04409894,0.04338987,0.04338987,0.044196226,0.044160713,0.044094384,0.04338987,0.04338987,0.04338987,0.04338987,0.04338987,0.04338987
36,0.04341379,0.044112723,0.04341379,0.04341379,0.04341379,0.04341379,0.044243187,0.081797235,0.044206966,0.04341379,0.04407686,0.04341379,0.04341379,0.044170458,0.044166725,0.04409171,0.044089276,0.04341379,0.044079352,0.04341379,0.04341379,0.04341379
37,0.04420938,0.04413881,0.04409415,0.043400027,0.043400027,0.043400027,0.04423625,0.081772335,0.04419763,0.043400027,0.043400027,0.043400027,0.043400027,0.044186644,0.04416573,0.043400027,0.044093467,0.043400027,0.044105228,0.043400027,0.043400027,0.043400027
38,0.044148833,0.04413905,0.04409174,0.043444097,0.043444097,0.043444097,0.044229798,0.08127581,0.044220507,0.043444097,0.043444097,0.043444097,0.043444097,0.04420872,0.044183347,0.044077504,0.043444097,0.043444097,0.044095527,0.043444097,0.043444097,0.043444097
39,0.044228546,0.04421888,0.04416756,0.043465443,0.043465443,0.043465443,0.04432688,0.08033969,0.044277824,0.043465443,0.043465443,0.043465443,0.043465443,0.044266954,0.044257913,0.0441705,0.043465443,0.043465443,0.04415996,0.043465443,0.043465443,0.043465443
40,0.04425116,0.04423813,0.044203386,0.043489847,0.043489847,0.043489847,0.044351876,0.079788856,0.044317555,0.04419426,0.043489847,0.043489847,0.043489847,0.044303667,0.044284545,0.044188406,0.043489847,0.043489847,0.043489847,0.043489847,0.043489847,0.043489847
41,0.044272237,0.04428223,0.044222124,0.043522142,0.043522142,0.043522142,0.04440348,0.07913726,0.044348683,0.044216897,0.043522142,0.043522142,0.043522142,0.04432609,0.04430702,0.04421833,0.043522142,0.043522142,0.043522142,0.043522142,0.043522142,0.043522142
42,0.04432433,0.0443129,0.04427145,0.043528065,0.043528065,0.043528065,0.044408698,0.07874958,0.044376682,0.044255916,0.043528065,0.043528065,0.043528065,0.044359785,0.044341065,0.043528065,0.043528065,0.043528065,0.044262804,0.043528065,0.043528065,0.043528065
43,0.044335093,0.044314995,0.044266075,0.04352503,0.04352503,0.04352503,0.0444098,0.078787245,0.04437004,0.04352503,0.04352503,0.04352503,0.04352503,0.044356644,0.04433436,0.04425741,0.04352503,0.04352503,0.044267967,0.04352503,0.04352503,0.04352503
44,0.0443654,0.044316582,0.04427194,0.043530956,0.043530956,0.043530956,0.044417012,0.0786142,0.04438622,0.044278543,0.043530956,0.043530956,0.043530956,0.04435849,0.04434163,0.044278484,0.043530956,0.043530956,0.043530956,0.043530956,0.043530956,0.043530956
45,0.04436449,0.0443024,0.043533906,0.043533906,0.043533906,0.043533906,0.04439108,0.07859458,0.044381093,0.043533906,0.04427425,0.043533906,0.043533906,0.04436374,0.04434917,0.04429081,0.043533906,0.043533906,0.044281553,0.043533906,0.043533906,0.043533906
46,0.044322,0.04429339,0.04354039,0.04354039,0.04354039,0.04354039,0.04442042,0.078649476,0.0443738,0.04354039,0.04424953,0.04354039,0.04354039,0.044350795,0.044323057,0.044268258,0.04426456,0.04354039,0.04354039,0.04354039,0.04354039,0.04354039
47,0.044369806,0.044313587,0.044261906,0.043543544,0.043543544,0.043543544,0.044414055,0.07854024,0.044375636,0.043543544,0.044255875,0.043543544,0.043543544,0.044361398,0.044326007,0.04425897,0.043543544,0.043543544,0.043543544,0.043543544,0.043543544,0.043543544
48,0.044355925,0.044331755,0.04355076,0.04355076,0.04355076,0.04355076,0.04441302,0.07837256,0.04438618,0.04355076,0.04355076,0.04355076,0.04355076,0.044378337,0.0443416,0.044275593,0.044270698,0.04355076,0.044265203,0.04355076,0.04355076,0.04355076
49,0.044359863,0.044368003,0.044295263,0.043579694,0.043579694,0.043579694,0.044453148,0.07772583,0.04442827,0.043579694,0.043579694,0.043579694,0.043579694,0.044418667,0.044374373,0.044302996,0.043579694,0.043579694,0.04431728,0.043579694,0.043579694,0.043579694
50,0.044353496,0.04437716,0.043597136,0.043597136,0.043597136,0.043597136,0.044479676,0.077389814,0.044453137,0.044302665,0.043597136,0.043597136,0.043597136,0.044415373,0.044407595,0.044334438,0.043597136,0.043597136,0.044321023,0.043597136,0.043597136,0.043597136
51,0.044298764,0.044354636,0.04361035,0.04361035,0.04361035,0.04361035,0.044460025,0.07754732,0.044427183,0.04427508,0.04361035,0.04361035,0.04361035,0.04438165,0.044367727,0.044292998,0.044270385,0.04361035,0.04361035,0.04361035,0.04361035,0.04361035
52,0.04440387,0.04438333,0.044307765,0.043608487,0.043608487,0.043608487,0.044499997,0.07721638,0.044463154,0.043608487,0.043608487,0.043608487,0.043608487,0.04439331,0.04440147,0.044322357,0.044306513,0.043608487,0.043608487,0.043608487,0.043608487,0.043608487
53,0.044446077,0.04443472,0.04361958,0.04361958,0.04361958,0.04361958,0.04454521,0.07649735,0.04450994,0.04361958,0.04361958,0.04361958,0.04361958,0.0444742,0.044463668,0.04439583,0.044393085,0.04361958,0.044404898,0.04361958,0.04361958,0.04361958
54,0.04445233,0.044460442,0.043639794,0.043639794,0.043639794,0.043639794,0.04456309,0.07612647,0.04454432,0.044393197,0.043639794,0.043639794,0.043639794,0.044499885,0.044480886,0.04440761,0.043639794,0.043639794,0.0443942,0.043639794,0.043639794,0.043639794
55,0.044476178,0.044470027,0.044415027,0.044411987,0.043651823,0.043651823,0.044560287,0.07591417,0.044558678,0.043651823,0.043651823,0.043651823,0.043651823,0.044496074,0.044475053,0.044400647,0.043651823,0.043651823,0.043651823,0.043651823,0.043651823,0.043651823
56,0.044430207,0.044499174,0.043664612,0.043664612,0.043664612,0.043664612,0.044638414,0.07548578,0.044583924,0.043664612,0.044437245,0.043664612,0.043664612,0.044542395,0.044516437,0.044454727,0.043664612,0.043664612,0.044436373,0.043664612,0.043664612,0.043664612
57,0.043664314,0.044498425,0.043664314,0.043664314,0.043664314,0.043664314,0.044640455,0.075385034,0.044580463,0.043664314,0.04444634,0.043664314,0.043664314,0.044551656,0.044527426,0.044475522,0.04444729,0.043664314,0.04447561,0.043664314,0.043664314,0.043664314
58,0.0436712,0.044469234,0.0436712,0.0436712,0.0436712,0.0436712,0.044659782,0.07540165,0.04457533,0.04442974,0.04443915,0.0436712,0.0436712,0.044531003,0.044519037,0.04447178,0.044448916,0.0436712,0.0436712,0.0436712,0.0436712,0.0436712
59,0.044461954,0.044461917,0.043671973,0.043671973,0.043671973,0.043671973,0.04464466,0.0753729,0.04456628,0.043671973,0.043671973,0.043671973,0.043671973,0.04453918,0.04451432,0.044468477,0.04445843,0.043671973,0.044448137,0.043671973,0.043671973,0.043671973
60,0.044487115,0.044482503,0.04366996,0.04366996,0.04366996,0.04366996,0.044659503,0.0752884,0.04455922,0.04366996,0.04366996,0.04366996,0.04366996,0.04456278,0.04451377,0.04446707,0.04445911,0.04366996,0.04448096,0.04366996,0.04366996,0.04366996
61,0.04452668,0.044500783,0.043677893,0.044469662,0.043677893,0.043677893,0.04466244,0.0750649,0.04457191,0.043677893,0.043677893,0.043677893,0.043677893,0.044579744,0.044532128,0.04447137,0.043677893,0.043677893,0.044485662,0.043677893,0.043677893,0.043677893
62,0.044547584,0.04451456,0.04368792,0.04368792,0.04368792,0.04368792,0.044701125,0.07467973,0.044600394,0.04368792,0.04368792,0.04368792,0.04368792,0.044606302,0.044558093,0.044513155,0.04450074,0.04368792,0.04452328,0.04368792,0.04368792,0.04368792
63,0.04454419,0.044537887,0.044494256,0.043715354,0.043715354,0.043715354,0.044692572,0.074347585,0.044619843,0.043715354,0.043715354,0.043715354,0.043715354,0.04461477,0.044570122,0.044504743,0.043715354,0.043715354,0.044489734,0.043715354,0.043715354,0.043715354
64,0.044548437,0.044558406,0.044508994,0.04371759,0.04371759,0.04371759,0.044721104,0.07413467,0.044630498,0.04371759,0.04371759,0.04371759,0.04371759,0.04462574,0.0445948,0.044522595,0.04371759,0.04371759,0.044543765,0.04371759,0.04371759,0.04371759
65,0.044531994,0.04454589,0.04373265,0.04373265,0.04373265,0.04373265,0.044788282,0.07384405,0.044644106,0.04373265,0.044533174,0.04373265,0.04373265,0.044624582,0.044609044,0.044548113,0.04373265,0.04373265,0.044538964,0.04373265,0.04373265,0.04373265
66,0.04377091,0.044547845,0.04445758,0.04377091,0.04377091,0.04377091,0.04480096,0.07350486,0.044656154,0.044485934,0.04377091,0.04377091,0.04377091,0.04465215,0.044620313,0.04449598,0.04377091,0.04377091,0.044527356,0.04377091,0.04377091,0.04377091
67,0.04377034,0.04455659,0.04377034,0.04377034,0.04377034,0.04377034,0.0447929,0.07320843,0.04467231,0.044524986,0.04377034,0.04377034,0.04377034,0.04465153,0.044655565,0.044567414,0.044543315,0.04377034,0.04458287,0.04377034,0.04377034,0.04377034
68,0.044604033,0.044608813,0.04375675,0.04375675,0.04375675,0.04375675,0.04482549,0.07299762,0.044696923,0.04375675,0.04375675,0.04375675,0.04375675,0.044689674,0.044670235,0.044588555,0.044603374,0.04375675,0.04463428,0.04375675,0.04375675,0.04375675
69,0.044611618,0.04462698,0.043777414,0.043777414,0.043777414,0.043777414,0.044837918,0.07269013,0.044716004,0.043777414,0.043777414,0.043777414,0.043777414,0.044702724,0.04468495,0.04460397,0.04459739,0.043777414,0.04459932,0.043777414,0.043777414,0.043777414
70,0.0446116,0.044653073,0.043788806,0.043788806,0.043788806,0.043788806,0.044860113,0.072384074,0.044729795,0.04460273,0.043788806,0.043788806,0.043788806,0.044731952,0.04471403,0.044609524,0.043788806,0.043788806,0.04463743,0.043788806,0.043788806,0.043788806
71,0.04381452,0.044628162,0.04381452,0.04381452,0.04381452,0.04381452,0.04486501,0.0720485,0.0447512,0.04460961,0.04381452,0.04381452,0.04381452,0.04470671,0.044729635,0.044631425,0.044626098,0.04381452,0.044629414,0.04381452,0.04381452,0.04381452
72,0.043832075,0.04464038,0.043832075,0.043832075,0.043832075,0.043832075,0.044891592,0.071767114,0.044780005,0.04460849,0.043832075,0.043832075,0.043832075,0.04471024,0.044751324,0.044636477,0.044616017,0.043832075,0.044613414,0.043832075,0.043832075,0.043832075
73,0.044725947,0.044693466,0.043812633,0.043812633,0.043812633,0.043812633,0.044907164,0.07163323,0.04478485,0.044656817,0.043812633,0.043812633,0.043812633,0.04476173,0.044761855,0.04465225,0.043812633,0.043812633,0.04467114,0.043812633,0.043812633,0.043812633
74,0.04468902,0.04470548,0.044648968,0.04382682,0.04382682,0.04382682,0.044898663,0.0714594,0.044802185,0.044659603,0.04382682,0.04382682,0.04382682,0.044784166,0.044760086,0.04382682,0.04382682,0.04382682,0.0446706,0.04382682,0.04382682,0.04382682
75,0.043830246,0.04470879,0.043830246,0.043830246,0.043830246,0.043830246,0.04494837,0.071330026,0.04481053,0.044664398,0.043830246,0.043830246,0.043830246,0.044767506,0.04477462,0.04467626,0.044680927,0.043830246,0.044675607,0.043830246,0.043830246,0.043830246
76,0.044736378,0.044717163,0.043828063,0.043828063,0.043828063,0.043828063,0.04494944,0.07130153,0.044813342,0.04467295,0.043828063,0.043828063,0.043828063,0.044758454,0.0447676,0.04467432,0.043828063,0.043828063,0.044672053,0.043828063,0.043828063,0.043828063
77,0.04463634,0.04469588,0.043835405,0.043835405,0.043835405,0.043835405,0.044957317,0.071422264,0.044805016,0.044649877,0.043835405,0.043835405,0.043835405,0.04474138,0.044754148,0.044666648,0.043835405,0.043835405,0.044646252,0.043835405,0.043835405,0.043835405
78,0.04385478,0.044677217,0.044600006,0.04385478,0.04385478,0.04385478,0.04492076,0.07146581,0.04478098,0.04461589,0.04385478,0.04385478,0.04385478,0.04472316,0.04472047,0.04462039,0.04385478,0.04385478,0.04461795,0.04385478,0.04385478,0.04385478
79,0.044685356,0.044722002,0.043840274,0.043840274,0.043840274,0.043840274,0.044953894,0.07115241,0.044817384,0.04468119,0.043840274,0.043840274,0.043840274,0.04476555,0.04476728,0.044690583,0.04468102,0.043840274,0.043840274,0.043840274,0.043840274,0.043840274
80,0.043860596,0.044743903,0.044680096,0.043860596,0.043860596,0.043860596,0.044968743,0.07079819,0.044839915,0.044679426,0.043860596,0.043860596,0.043860596,0.044798087,0.044784945,0.04468392,0.043860596,0.043860596,0.04469562,0.043860596,0.043860596,0.043860596
81,0.044711594,0.04475168,0.044692833,0.043862436,0.043862436,0.043862436,0.04497247,0.07064771,0.044847082,0.044712238,0.043862436,0.043862436,0.043862436,0.044805046,0.04479994,0.044710178,0.043862436,0.043862436,0.043862436,0.043862436,0.043862436,0.043862436
82,0.043877453,0.04472281,0.043877453,0.043877453,0.043877453,0.043877453,0.045013327,0.07050103,0.044864066,0.04471646,0.044693116,0.043877453,0.043877453,0.04478122,0.044799518,0.044702377,0.04467665,0.043877453,0.043877453,0.043877453,0.043877453,0.043877453
83,0.04387416,0.044751596,0.044697925,0.04387416,0.04387416,0.04387416,0.04503539,0.07038106,0.0448583,0.044710007,0.04387416,0.04387416,0.04387416,0.044806734,0.044822726,0.044726443,0.04387416,0.04387416,0.04471989,0.04387416,0.04387416,0.04387416
84,0.044760074,0.044786684,0.04388249,0.04388249,0.04388249,0.04388249,0.045024157,0.06996533,0.044883795,0.04388249,0.04388249,0.04388249,0.04388249,0.044847548,0.04484907,0.044757634,0.044763025,0.04388249,0.04477282,0.04388249,0.04388249,0.04388249
85,0.04474187,0.044794213,0.044737734,0.04389509,0.04389509,0.04389509,0.04504602,0.06987866,0.04489457,0.04474243,0.04389509,0.04389509,0.04389509,0.04483075,0.044845246,0.044747382,0.04389509,0.04389509,0.04389509,0.04389509,0.04389509,0.04389509
86,0.044757336,0.044784036,0.04474824,0.043900527,0.043900527,0.043900527,0.04506148,0.06972391,0.04491393,0.04475489,0.043900527,0.043900527,0.043900527,0.044836145,0.044855546,0.044758093,0.043900527,0.043900527,0.043900527,0.043900527,0.043900527,0.043900527
87,0.044743147,0.04479466,0.044737525,0.043900393,0.043900393,0.043900393,0.04505397,0.06978845,0.04490241,0.044738874,0.043900393,0.043900393,0.043900393,0.044828877,0.04484996,0.044757407,0.043900393,0.043900393,0.043900393,0.043900393,0.043900393,0.043900393
88,0.044763148,0.044786043,0.043895964,0.043895964,0.043895964,0.043895964,0.045070183,0.069738425,0.044897996,0.043895964,0.043895964,0.043895964,0.043895964,0.044827245,0.044854514,0.04477581,0.044775054,0.043895964,0.04476005,0.043895964,0.043895964,0.043895964
89,0.04485605,0.044804167,0.043893244,0.04476918,0.043893244,0.043893244,0.045044873,0.06965373,0.044902287,0.043893244,0.043893244,0.043893244,0.043893244,0.044844095,0.044864606,0.044771355,0.044770762,0.043893244,0.043893244,0.043893244,0.043893244,0.043893244
90,0.04480413,0.04479733,0.043899767,0.043899767,0.043899767,0.043899767,0.0450474,0.0696112,0.044888657,0.043899767,0.043899767,0.043899767,0.043899767,0.044849277,0.044865325,0.044787906,0.044791132,0.043899767,0.044760488,0.043899767,0.043899767,0.043899767
91,0.04478343,0.0447741,0.043919664,0.043919664,0.043919664,0.043919664,0.045065533,0.06948694,0.04489217,0.044723723,0.043919664,0.043919664,0.043919664,0.044821333,0.044873934,0.044779792,0.044763073,0.043919664,0.043919664,0.043919664,0.043919664,0.043919664
92,0.044807393,0.044795483,0.044761647,0.043916978,0.043916978,0.043916978,0.045088712,0.06938892,0.044901263,0.043916978,0.043916978,0.043916978,0.043916978,0.0448459,0.044878755,0.044773176,0.044754982,0.043916978,0.043916978,0.043916978,0.043916978,0.043916978
93,0.044746503,0.04480505,0.04476327,0.043934938,0.043934938,0.043934938,0.0451214,0.069153436,0.044911616,0.043934938,0.043934938,0.043934938,0.043934938,0.044875387,0.044890612,0.044752005,0.043934938,0.043934938,0.04476148,0.043934938,0.043934938,0.043934938
94,0.044777498,0.04480729,0.043949164,0.043949164,0.043949164,0.043949164,0.045115847,0.068736024,0.044936936,0.043949164,0.043949164,0.043949164,0.043949164,0.04487877,0.044932928,0.044825245,0.044809792,0.043949164,0.044789694,0.043949164,0.043949164,0.043949164
95,0.044873588,0.044850603,0.044816412,0.04393803,0.04393803,0.04393803,0.04514571,0.06856459,0.044940487,0.04393803,0.04393803,0.04393803,0.04393803,0.044926066,0.04493393,0.044841304,0.044851046,0.04393803,0.04393803,0.04393803,0.04393803,0.04393803
96,0.04487967,0.044852357,0.04481801,0.04395093,0.04395093,0.04395093,0.045169283,0.06847947,0.04494029,0.04395093,0.04395093,0.04395093,0.04395093,0.044913027,0.04491989,0.044806223,0.044810604,0.04395093,0.04395093,0.04395093,0.04395093,0.04395093
97,0.043976087,0.044811968,0.043976087,0.043976087,0.043976087,0.043976087,0.045146905,0.06841993,0.044947155,0.04479077,0.044767212,0.043976087,0.043976087,0.04490471,0.044906393,0.044803165,0.04478869,0.043976087,0.043976087,0.043976087,0.043976087,0.043976087
98,0.043956082,0.044871926,0.04480883,0.043956082,0.043956082,0.043956082,0.045131154,0.06835584,0.04494255,0.043956082,0.043956082,0.043956082,0.043956082,0.044944648,0.044924617,0.044842936,0.044859633,0.043956082,0.044844855,0.043956082,0.043956082,0.043956082
99,0.04397264,0.044836503,0.044791806,0.04397264,0.04397264,0.04397264,0.045155186,0.068388715,0.04493203,0.04397264,0.04397264,0.04397264,0.04397264,0.044925574,0.044913426,0.044801332,0.044777844,0.04397264,0.04480594,0.04397264,0.04397264,0.04397264
100,0.044767875,0.04484195,0.044786807,0.043973792,0.043973792,0.043973792,0.045142148,0.06841784,0.044924967,0.043973792,0.043973792,0.043973792,0.043973792,0.044903968,0.044912945,0.04481588,0.043973792,0.043973792,0.044800133,0.043973792,0.043973792,0.043973792
101,0.043969758,0.044845536,0.044798296,0.043969758,0.043969758,0.043969758,0.045156635,0.06836576,0.044919614,0.043969758,0.043969758,0.043969758,0.043969758,0.044914603,0.04491225,0.044810697,0.044826556,0.043969758,0.044812962,0.043969758,0.043969758,0.043969758
102,0.044863828,0.04487093,0.04396327,0.04396327,0.04396327,0.04396327,0.045181826,0.06812057,0.044937983,0.04396327,0.04396327,0.04396327,0.04396327,0.044941492,0.04493711,0.044856552,0.044856604,0.04396327,0.044873867,0.04396327,0.04396327,0.04396327
